"∆T","K (min)","n","Área da bacia","HUI",,"HU 1 cm ; 30'","HU 1 mm ; 30'","Verificação de Pu = 1mm   ↑","Precipitação","Ia","Pacum","CN","S","Pefacum","Pef intervalo","Q simulado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verificação de Pe ↑",,
"min",,,"km²","u (t) --> cm/min","u(t) --> m³/s","m³/s","m³/s",,"mm","mm","mm","-","mm","mm","mm","m³/s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"14,84","5,17","22,0923","0,000","0,000",0,0,,"2,733","5,372","5,372","20,000","1016,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,"Qp (m³/s)"
30,,,,"0,005","19,815","9,908","0,991",,"0,148",,"5,520",,,"0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,"1,912"
60,,,,"0,013","47,394","33,605","3,360",,"0,000",,"5,520",,,"0,000","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
90,,,,"0,009","34,106","40,750","4,075",,"1,624",,"7,145",,,"0,003","0,003","0,000","0,000","0,000","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000",,,
120,,,,"0,004","15,010","24,558","2,456",,"2,121",,"9,266",,,"0,015","0,012","0,000","0,000","0,000","0,003","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,003",,,
150,,,,"0,001","5,046","10,028","1,003",,"1,494",,"10,759",,,"0,028","0,014","0,000","0,000","0,000","0,010","0,012","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,022",,,
180,,,,"0,000","1,430","3,238","0,324",,"1,714",,"12,473",,,"0,049","0,021","0,000","0,000","0,000","0,012","0,039","0,013","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,065",,,
210,,,,"0,000","0,360","0,895","0,090",,"3,269",,"15,742",,,"0,105","0,055","0,000","0,000","0,000","0,007","0,048","0,045","0,021","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,121",,,
240,,,,"0,000","0,083","0,222","0,022","1,004","1,952",,"17,695",,,"0,148","0,043","0,000","0,000","0,000","0,003","0,029","0,055","0,070","0,055","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,211","1,024",,
270,,,,"0,000","0,018","0,051","0,005",,"0,828",,"18,522",,,"0,168","0,020","0,000","0,000","0,000","0,001","0,012","0,033","0,085","0,186","0,042","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,359",,,
300,,,,"0,000","0,004","0,011","0,001",,"2,806",,"21,329",,,"0,247","0,079","0,000","0,000","0,000","0,000","0,004","0,014","0,051","0,225","0,143","0,020","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,457",,,
330,,,,"0,000","0,001","0,002","0,000",,"1,362",,"22,691",,,"0,290","0,044","0,000","0,000","0,000","0,000","0,001","0,004","0,021","0,136","0,174","0,068","0,078","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,482",,,
360,,,,"0,000","0,000","0,000","0,000",,"0,914",,"23,605",,,"0,321","0,031","0,000","0,000","0,000","0,000","0,000","0,001","0,007","0,055","0,105","0,083","0,263","0,043","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,557",,,
390,,,,"0,000","0,000","0,000","0,000",,"1,428",,"25,033",,,"0,373","0,052","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,018","0,043","0,050","0,319","0,146","0,031","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,609",,,
420,,,,"0,000","0,000","0,000","0,000",,"0,759",,"25,792",,,"0,402","0,029","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,005","0,014","0,020","0,192","0,177","0,104","0,051","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,564",,,
450,,,,"0,000","0,000","0,000","0,000",,"2,373",,"28,165",,,"0,500","0,098","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,004","0,007","0,079","0,106","0,126","0,173","0,029","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,525",,,
480,,,,"0,000","0,000","0,000","0,000",,"7,448",,"35,613",,,"0,874","0,374","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,001","0,002","0,025","0,043","0,076","0,210","0,097","0,096","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,552",,,
510,,,,"0,000","0,000","0,000","0,000",,"0,548",,"36,161",,,"0,906","0,032","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,007","0,014","0,031","0,127","0,118","0,327","0,369","0,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,994",,,
